id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm136900,My Favorite Spy,MOVIE,"A burlesque comic doubles for a spy in Tangier and meets the spy's girlfriend, who is also a spy.",1951,,93,"['comedy', 'crime', 'music', 'romance']",['US'],,tt0043827,6.5,1261.0,3.15,5.577
tm97779,Please Murder Me,MOVIE,A lawyer tries to exact justice on a woman he defended in court -- a woman whom he found out was guilty after getting her off.,1956,,78,"['drama', 'thriller', 'crime']",['US'],,tt0049621,6.5,1395.0,3.135,6.024
tm66666,Bela Lugosi Meets a Brooklyn Gorilla,MOVIE,"The Singer Duke Mitchell meets Sammy Petrillo in this parody of Martin & Lewis. They arrive on a jungle island, where a mad scientist played by Bela Lugosi makes human esperiments.",1952,,74,"['comedy', 'horror', 'scifi']",['US'],,tt0044406,3.7,2521.0,3.118,3.667
tm513,A Life at Stake,MOVIE,An out-of-work architect meets a married woman who has a business proposition for him. The architect begins to suspect the woman's interest in him is not just financial and may actually be deadly.,1955,,78,['drama'],['US'],,tt0047178,5.8,846.0,3.097,5.0
tm75027,Alice of Wonderland in Paris,MOVIE,"Alice travels to Paris and hears five stories adapted from children's picture books in this anthology film. The books adapted include: ""Anatole,"" ""Madeline and the Bad Hat,"" ""The Frowning Prince,"" ""Many Moons,"" and ""Madeline and the Gypsies.""",1966,G,52,"['fantasy', 'animation', 'family']",['US'],,tt0126189,5.0,194.0,2.984,5.8
tm122589,The Lonely Man,MOVIE,"Aging gunslinger Jacob Wade hopes to settle down with his estranged son, but his old enemies have other plans for him. Gunslinger Jacob Wade finds his long-abandoned son Riley, now a young man who hates his father but has nowhere else to go. Hoping to settle down, Jacob finds no town will have him. They end at Monolith, the ranch of Jacob's former girlfriend Ada, to whom he had no intention of returning. A mustang hunt finds Riley himself attracted to the shapely Ada...and Jacob having trouble with his eyesight. And his visions of a quiet life are doomed by the re-appearance of enemies from his past...",1957,,88,"['western', 'drama']",['US'],,tt0050652,6.4,820.0,2.948,6.4
tm87215,Return from the Ashes,MOVIE,"A Jewish woman, Dr. Michele Wolf, interred in a Nazi concentration camp during WWII returns to her Paris home after the war's end. She's unaware that her husband, the handsome gigolo and chess master Stanislaw Pilgrin, has been having an affair with her stepdaughter Fabi in her absence.",1965,,105,"['drama', 'thriller', 'crime']",['GB'],,tt0059649,7.0,1013.0,2.919,6.5
tm113462,All the Kind Strangers,MOVIE,"An LA photographer, driving through backwoods country, spots a young boy walking on the side of the road and offers him a ride home. After reaching the isolated house, he discovers that the boy and his siblings are keeping a woman prisoner as their ""mom"" and now he is expected to be their ""dad""...or else.",1974,,73,"['horror', 'thriller']",['US'],,tt0071120,5.7,823.0,2.918,6.1
tm101134,Hell Boats,MOVIE,"A war drama of motor torpedo boats which did much unsung work in WW2, but the naval battles merely provide an exciting story in which an even more special romantic drama is wrapped up.",1970,PG-13,95,"['drama', 'war']",['US'],,tt0065825,5.4,446.0,2.881,8.0
tm76719,The Thousand Plane Raid,MOVIE,"In 1943, Colonel Greg Brandon, stationed at an United States Army Air Forces 8th Air Force, 103rd Bomb Group base in England, repeatedly attempts to persuade superiors that massive daylight bombing will hasten the end of World War II. In spite of the mission's extreme difficulty, his plan is finally put into effect against a German aircraft factory.  During preparation for the raid, Brandon alienates his men by insisting that normal bombing operations continue. His disdain for cautious Lieutenant Archer and brash RAF Wing Commander Trafton Howard further antagonizes his associates, including his girl friend, WAC Lieutenant Gabrielle Ames.  When his bomber crashes the morning of the mission, Brandon boards a bomber manned by Archer and Howard. During the effective air raid, he is impressed by Archer's courage and Howard's judgment.",1969,G,93,"['action', 'war']",['US'],,tt0065093,5.6,442.0,2.861,6.0
tm18813,The Norseman,MOVIE,"An 11th-century Viking prince sails to America to find his father, who on a previous voyage had been captured by Indians.",1979,PG,90,"['drama', 'action']",['US'],,tt0078007,3.6,852.0,2.77,2.773
tm69512,Lord Love a Duck,MOVIE,"From his prison cell, young Alan Musgrave relates his experiences of the previous year dedicated to fulfilling every whim of beautiful and self-absorbed high school senior Barbara Ann Greene.",1967,,105,"['comedy', 'drama', 'romance']",['US'],,tt0060636,6.4,1758.0,2.759,5.925
tm121735,The White Bus,MOVIE,A despondent young woman travels home to the North of England.,1979,,46,['drama'],['GB'],,tt0061181,6.4,573.0,2.702,5.6
tm152689,The Proud and Damned,MOVIE,A group of five Confederate mercenaries led by Sergeant Will Hansen must choose sides carefully in a small village where they find themselves trapped in the middle of a rebellion. The group is torn as to whether they should honor the powerful military dictator who forces them to spy for him or help the local village fight for its independence. Follow Sergeant Hansen and his men as they make a decision that could cost them their lives.,1974,PG,92,['western'],"['ES', 'PH', 'CO', 'US']",,tt0070569,4.4,382.0,2.698,3.7
tm12752,The Hard Ride,MOVIE,"While in Vietnam, a GI promises his dying buddy that he'll take care of his motorcycle, ""Baby"", when he gets back home. After his discharge, he meets up with his dead friend's girlfriend, gets the bike, and then runs into trouble from some other bikers who don't like the idea of his having the motorcycle or the girl.",1972,PG,93,"['drama', 'action']",['US'],,tt0065815,5.2,334.0,2.655,4.5
tm55597,My Outlaw Brother,MOVIE,"Danny, a greenhorn from New York comes to the Mexican border in search for his older brother whom he has always looked up to. A Texas Ranger charged with bringing  in, El Tigre and his gang of bandits,  takes Danny under his wing.",1951,,82,"['western', 'romance', 'action']",['US'],,tt0043829,5.2,316.0,2.608,5.5
tm74714,The April Fools,MOVIE,"Newly-promoted if none too happily married Howard Brubaker leaves a rowdy company party early with the stunning Catherine, whom it turns out is herself unhappily married — to the boss. They spend an innocent night in New York becoming more and more attracted to each other, so that when Catherine announces she intends to leave her husband and return to Paris Howard asks to go along too.",1969,PG,95,"['romance', 'drama', 'comedy']",['US'],,tt0064036,6.2,1395.0,2.602,6.1
tm92768,Mohawk,MOVIE,"An artist working in a remote army post is juggling the storekeeper's daughter, his fiancée newly arrived from the east, and the Indian Chief's daughter. But when a vengeful settler manages to get the army and the braves at each other's throats his troubles really begin.",1956,PG,79,"['western', 'action', 'drama', 'romance']",['US'],,tt0049515,5.2,580.0,2.587,6.0
tm121747,The Whisperers,MOVIE,Margaret Ross is an impoverished old woman who lives alone in a seedy apartment and enjoys a rich fantasy life as an heiress. One day she discovers stolen money hidden by her son and believes her fantasy has come true.,1967,,105,"['drama', 'thriller']",['GB'],,tt0061180,7.2,1337.0,2.583,6.396
tm153801,The Visitors,MOVIE,"Bill, Martha and their little child Hal are spending a quiet winter Sunday in their cosy house when they get an unexpected visit from Mike Nickerson and Tony Rodriguez. Mike and Tony are old acquaintances of Bill; a few years back, in Vietnam, they were in the same platoon. They also became opposed parties in a court martial - for a reason that Bill never explained to Martha. What happened in Vietnam, and what is the reason for the presence of Mike and Tony ?",1972,R,88,"['drama', 'thriller', 'crime']",['US'],,tt0069466,6.4,1474.0,2.527,5.8
tm140326,Cause for Alarm!,MOVIE,"A bedridden and gravely ill man believes his wife and doctor are conspiring to kill him, and outlines his suspicions in a letter.",1951,,74,"['thriller', 'crime', 'drama']",['US'],,tt0043390,6.4,2413.0,2.525,6.054
tm101860,Captain Scarlett,MOVIE,"Captain Scarlett rescues Princess Maria from being abducted while travelling. She's not exactly grateful. He finds out that she is to be married to a man she doesn't like, so Captain Scarlet attempts to help her but winds up in prison for his efforts. He escapes and finally helps the reluctant bride who winds up joining Captain Scarlett and his sidekick and they become something along the lines of the three musketeers.",1953,,75,"['action', 'drama']",['US'],,tt0045605,4.6,356.0,2.512,4.0
tm137806,Drums in the Deep South,MOVIE,Two old friends find themselves on opposite sides during the Civil War in a desperate battle atop an impregnable mountain.,1951,,87,"['western', 'action', 'drama', 'history', 'romance', 'war']",['US'],,tt0043482,5.8,397.0,2.45,6.0
tm106016,Santa and the Three Bears,MOVIE,"Two bear cubs want to meet Santa despite their mother telling them that Santa does not exist. With the help of the park ranger, their wish might come true!",1970,G,46,"['animation', 'family', 'fantasy']",['US'],,tt0066328,6.7,684.0,2.435,4.9
tm45966,Sword of the Conqueror,MOVIE,"Alboino, the Lombard ruler, wants to marry the daughter of a neighboring king, but she loves another. Her father arranges the marriage to Alboino, which he believes will be beneficial to him, only to have Alboino kill him and leave Amalchi, his daughter's real love, beaten and left for dead. Amalchi recovers to lead a revolt against the murderous Alboino and reclaim his woman.",1961,,96,"['history', 'action', 'war']",['IT'],,tt0056427,5.3,232.0,2.3,
tm139935,St. Benny the Dip,MOVIE,"A gang of con artists disguise themselves as clerics in order to pull off a job, but soon find that even pretending to be religious people is having an effect on them.",1951,,80,"['comedy', 'crime']",['US'],,tt0044067,5.7,286.0,2.255,5.0
tm88867,Sisters of Death,MOVIE,"During an all-girl secret society initiation, one of the new members is killed playing Russian Roulette. Many years later the survivors are invited for a reunion to a lavish estate, which turns out to be owned by the crazed father of the girl who died.",1976,PG,87,"['horror', 'thriller', 'comedy']",['US'],,tt0177226,4.3,1143.0,2.213,3.947
tm99315,Crime Against Joe,MOVIE,"Down-and-out artist Joe Manning (John Bromfield) wakes up from a night of drunken revelry in a jail cell, where he's being held on suspicion for the murder of a nightclub singer.",1956,,70,"['drama', 'thriller', 'crime']",['US'],,tt0049105,5.8,339.0,2.184,5.6
tm47362,Summer and Smoke,MOVIE,"In a small Mississippi town in 1916, an eccentric spinster battles her romantic yearnings for the randy boy next door.",1962,,118,"['romance', 'drama']",['US'],,tt0055489,6.9,1981.0,2.184,6.8
tm18025,Maybe I'll Come Home in the Spring,MOVIE,"Dennie has returned from a year among the hippies to her superficial, image-conscious suburban family. She must face their disapproval of her actions. They refuse to even try to understand. She must also deal with an ex-lover, and a beloved young sister who is following in her footsteps, wanting the idealistic hippie life but making some rash decisions in the process.",1971,,74,['drama'],['US'],,tt0066062,6.2,664.0,2.125,5.2
tm132068,The Great Missouri Raid,MOVIE,"During the American Civil War (1861-1865), farmers Jesse and Frank James decided to form an armed gang to face the Union troops using guerrilla warfare.",1951,,84,['western'],['US'],,tt0043600,5.8,283.0,2.118,7.0
tm116514,Hell Bound,MOVIE,"After WW2, a Los Angeles crime ring uses a complex scheme, involving a freight ship, a junkie, and a corrupt health officer, to smuggle drugs into the USA.",1957,,72,"['thriller', 'drama', 'music', 'romance', 'crime']",['US'],,tt0050495,6.3,640.0,2.099,5.6
tm94688,"Daniel Boone, Trail Blazer",MOVIE,"Daniel Boone leads settlers into Kentucky, but must battle Shawnee Indians who have been persuaded by a French renegade that Boone and the settlers are there to kill them and steal their land.",1956,,74,"['drama', 'western']",['US'],,tt0049121,4.6,332.0,2.073,4.2
tm123458,The Pied Piper of Hamelin,MOVIE,"The singing, rhyming citizens of Hamelin hope to win a competition with rival towns for royal recognition. To this end, the mayor outlaws play (which is a bit hard on the children) and refuses to help a rival town when it's flooded. But rats (seen only as shadows), fleeing the flood, invade Hamelin in droves; a magical piper, whose music only children (and rats) can hear, strikes a bargain...which, once the rats are gone, the Mayor and council renege on, to their subsequent regret.",1957,,89,"['fantasy', 'family']",['US'],,tt0050842,5.7,526.0,2.068,5.7
tm13572,Curse of Bigfoot,MOVIE,"A group of high school students on an archaeological dig discover a centuries old mummified body in a sealed cave. Removing the mummy, it soon comes back to life, revealing itself to be an inhuman beast that terrorizes a small California town.",1975,,88,['horror'],['US'],,tt0074365,1.8,727.0,2.044,2.143
tm87795,Billie,MOVIE,A 16-year-old tomboy and high school athlete becomes embroiled with the lives around her boyfriend whose conservative father is running for mayor.,1965,,87,"['music', 'comedy', 'romance', 'sport', 'family']",['US'],,tt0058972,5.7,448.0,2.035,5.313
tm219634,Mind Over Murder,MOVIE,A young woman with precognition realizes she is being stalked by a killer -- a mass murderer she previously had used her psychic powers to identify to the skeptical police.,1979,,90,"['thriller', 'horror']",['US'],,tt0079559,5.4,217.0,2.014,7.0
tm116580,Riot on Sunset Strip,MOVIE,"A police captain is caught between businesses operating on the Los Angeles Sunset Strip who don't like the punks hanging out, and his belief in allowing the kids their rights. But when his daughter gets involved with an unruly bunch, his attitude starts to change.",1967,,87,['drama'],['US'],,tt0062203,4.9,464.0,2.0,3.7
tm136626,Behave Yourself!,MOVIE,A young man takes in a dog that turns out to be wanted by mobsters.,1951,,81,"['crime', 'comedy']",['US'],,tt0043327,5.5,769.0,1.975,6.3
tm64867,Drop Dead Darling,MOVIE,"Nick tries to kill his wife to get her money, but when learning of this, she plans the same for him!",1967,,100,"['comedy', 'crime']","['US', 'GB']",,tt0060128,5.5,617.0,1.96,6.4
tm53238,Operation Bottleneck,MOVIE,"WWII Burma...Six paratroopers undertake an extremely dangerous mission against the Japanese. It will ultimately cost them their lives, except for one ""lucky"" survivor.",1961,,77,"['drama', 'war']",['US'],,tt0055260,4.7,89.0,1.96,6.0
tm99066,The Billion Dollar Hobo,MOVIE,Vernon Praiseworthy is a clumsy but lovable dope who stands to inherit his uncle's fortune. The condition is that he travel the rails as a penniless hobo just as his uncle did in the dark days of the depression. That seems simple enough until he gets involved in a dog-napping plot. Written by Jerry Roberts,1977,G,96,"['comedy', 'family']",['US'],,tt0077238,4.4,353.0,1.932,5.667
tm135045,Mr. Imperium,MOVIE,A pretty singer/dancer is becoming an actress whereas the playboy crown prince is becoming a monarch. The both will have their clandestine romance interfered with by their changing circumstances.,1951,,87,"['drama', 'romance', 'music']",['US'],,tt0043822,5.0,504.0,1.899,5.3
tm10924,Invasion of the Star Creatures,MOVIE,"Beautiful alien Amazonian women plan to conquer the world using an army of vegetable monsters. Dim-witted privates Philbrick and Penn bumble into a cave in search of atomic activity but collide instead with fierce carrot-topped tree mutants and their leaders, the 7-foot space sirens Prof. Tanga and Dr. Puna. This lavishly low-budget sci-fi romp has the bodacious aliens planning to overrun Earth with their vege-men army, but first they want the G.I.s to explain the meaning of love.",1962,,70,"['comedy', 'scifi']",['US'],,tt0128274,3.1,890.0,1.897,2.6
tm9981,Wild Guitar,MOVIE,A young rock & roll hopeful is given a shot at the big time by the unscrupulous owner of a small record company.,1962,,92,"['comedy', 'drama', 'music', 'romance']",['US'],,tt0056693,4.6,1009.0,1.855,4.647
tm18896,New Faces,MOVIE,"New Faces was a musical revue with songs and comedy skits tied together by a quirky plot. It ran on Broadway for nearly a year in 1952 and was then made into a motion picture in 1954. It helped jump start the careers of several young performers including Paul Lynde, Alice Ghostley, Eartha Kitt, Carol Lawrence, performer/writer Mel Brooks (as Melvin Brooks), and lyricist Sheldon Harnick. The film was basically a reproduction of the stage revue with a thin plot added. The plot involved a producer and performer (Ronny Graham) in financial trouble and is trying to stave off an angry creditor long enough to open his show. A wealthy Texan offers to help out, on the condition that his daughter be in the show.",1954,,98,"['music', 'comedy']",['US'],,tt0047276,5.8,155.0,1.837,6.5
tm94497,The Naked Hills,MOVIE,"Tracy Powell, an Indiana farmer, gets the gold fever and heads for Stockton, California in 1849. There, he abandons his first partner, Bert Killian, and teams up with Sam Wilkins, a claim jumper employed by Willis Haver. Six years later, Powell returns to Indiana and his sweetheart, Julie. They marry and he tries farming again but, on the night their son is born, he takes off again searching for gold. This time he heads for the hills with an inveterate prospector, Jimmo McCann. A decade later, the two are still hunting for their big strike when McCann is killed in an accident. Powell returns home with news of a big strike but the deserted Julie will have nothing to do with him. His friend Killian will not believe him but Haver, now a banker gives him a small loan and then beats him out of his claim. Many years pass before he comes home, now sixty-years-old, and this time, his wife and son open their home to him. But he vows to go prospecting come next spring.",1956,,72,['western'],['US'],,tt0049540,5.5,223.0,1.802,4.4
tm113382,The Hanged Man,MOVIE,A gunfighter who survives his own hanging helps a young widow who is trying to keep a ruthless land baron from taking her ranch.,1974,PG-13,73,['western'],['US'],,tt0071593,5.6,377.0,1.796,3.1
tm60172,Denver and Rio Grande,MOVIE,"Jim Vesser and his team of railroading men try to build a rail line through a mountain pass, while a group of less scrupulous construction workers sabotages the entire operation in the hopes that they can get their tracks laid first and get the money from the railroad.",1952,,89,['western'],['US'],,tt0044537,5.7,561.0,1.776,5.3
tm140602,Chained for Life,MOVIE,"A Siamese twin kills the husband who left her. The courts have to decide if she is convicted of murder, how can they punish her sister, who had nothing to do with the crime?",1954,,81,"['drama', 'crime']",['US'],,tt0043397,4.3,456.0,1.753,4.125
tm91599,Mission to Glory: A True Story,MOVIE,"Father Kino , a 17th-century Jesuit missionary, dedicated his life to helping Native Americans in the Southwest by teaching them agricultural skills as well as building missions and spreading Christianity. An explorer, astronomer and map maker, Father Kino surmounted numerous challenges as he journeyed through California, Arizona and Mexico.",1977,,116,['western'],['US'],,,,,1.747,5.0
tm99512,The Over-the-Hill Gang Rides Again,MOVIE,"Walter Brennan is back as the clever and funny over the hill Texas Ranger Nash Crawford. This time the gang must face corruption in their own home town. The gang put their heads together to clean up their town, take back the rule of law and rehabilitate the town lush (played by Fred Astaire) along with way.",1970,PG-13,75,"['western', 'comedy', 'family']",['US'],,tt0066194,5.6,440.0,1.729,5.0
tm68418,Son-Rise: A Miracle of Love,MOVIE,"A young couple is overjoyed when they find out that, after having had two girls, the wife is pregnant again, and this time it will be a son. However, the boy turns out to autistic. Unhappy with the diagnoses and treatments available, they decide to work out their own therapy program for their son.",1979,,97,['drama'],['US'],,tt0079933,7.2,212.0,1.693,6.0
tm107934,Never Wave at a WAC,MOVIE,"A divorced socialite decides to join the Army because she hopes it will enable her to see more of her boyfriend, a Colonel. She soon encounters many difficulties with the Army lifestyle. Moreover, her ex-husband is working as a consultant with the Army, and he uses his position to disrupt her romantic plans by making her join a group of WACs who are testing new equipment.",1953,,87,"['romance', 'comedy', 'war']",['US'],,tt0044962,5.9,538.0,1.617,4.722
tm104837,Flight to Tangier,MOVIE,"At the Tangier airport, a group of people await the arrival of a mysterious plane from behind the Iron Curtain. The reception committee includes Susan, an American; Gil Walker, a free-booting pilot; Danzer, a black market operator; and Danzer's girlfriend, Nicki. The plane crashes and burns. No survivors are found, nor are any corpses. Soon the search begins for a missing courier worth $3 million.",1953,,90,"['action', 'romance', 'crime', 'drama']",['US'],,tt0045774,5.3,344.0,1.598,6.1
tm83333,The Million Dollar Rip-Off,MOVIE,"An electronics genius, who is an ex-con, and four of his lady friends devise a plot to steal millions of dollars from the Chicago Transit Authority. A detective, who had been keeping tabs on him since he got out of prison, suspects that he is up to something and tries to catch him at it.",1976,,73,"['crime', 'thriller', 'drama']",['US'],,tt0074903,6.1,90.0,1.583,6.0
tm52490,Revolt of the Slaves,MOVIE,A rich man's daughter (Rhonda Fleming) sides with a Christian rebel during the fall of the Roman Empire.,1960,,102,['action'],"['ES', 'IT', 'DE']",,tt0055377,5.5,247.0,1.519,4.2
tm66485,The Lady Says No,MOVIE,The feminist author of a national best-seller titled The Lady Says No meets a sexist magazine photographer and decides she'd rather say yes.,1952,,80,"['comedy', 'romance', 'music']",['US'],,tt0043721,5.2,403.0,1.452,4.4
tm225329,"A Sensitive, Passionate Man",MOVIE,"The marriage of a wealthy, outwardly happy couple is threatened by the husband's alcoholism.",1977,,98,['drama'],['US'],,tt0076682,7.0,145.0,1.432,
tm101921,Captain Scarface,MOVIE,"A group of communist spies plan to blow up an essential commercial artery, the Panama Canal. To this end, they have kidnapped a nuclear scientist and are traveling by steamship to the coast of South America. Luckily for western civilization, the hard-nosed ship's captain, played by Barton MacLane, has other ideas.",1953,,72,"['action', 'drama', 'romance', 'thriller']",['US'],,tt0045604,4.7,243.0,1.4,4.75
tm103183,The Joe Louis Story,MOVIE,"The life and career of Heavyweight Champion Joe Louis, who held the title for 12 years--longer than any other boxer in history--and who had to not only battle opponents inside the ring and racism outside it.",1953,,88,"['drama', 'sport']",['US'],,tt0045936,5.8,345.0,1.4,5.9
tm10094,Dangerous Charter,MOVIE,"The crew of a fishing boat discovers a deserted luxury yacht at sea with a dead body on board. They claim the yacht as salvage, not knowing that a drug smuggling ring has hidden $500,000 worth of heroin on the boat.",1962,,76,"['drama', 'thriller']",['US'],,tt0055887,4.2,204.0,1.4,5.0
tm91479,Mad Bull,MOVIE,"An embittered professional wrestler, convinced that his life has no meaning outside the ring, meets a beautiful woman. Unlike most of the women he has known, she seems to be interested in him for himself rather than his fame or his money, and he finds himself becoming attracted to her.",1977,,100,"['drama', 'romance', 'action', 'comedy']",[],,tt0076345,5.8,93.0,1.4,
tm47497,The Hoodlum Priest,MOVIE,"Venturing into some of the roughest slums of St. Louis, Jesuit priest Rev. Charles Dismas Clark dedicates himself to helping young ex-convicts who are struggling to rejoin a society that fears and rejects them. An especially wrenching case for the Reverend is Billy Lee Jackson, a troubled thief whose personal demons constantly tempt him back to a life of crime — and may ultimately make him pay the highest price for a few desperate decisions.",1961,,101,['drama'],['US'],,tt0054991,6.5,461.0,1.4,6.8
tm133621,The Mark of the Hawk,MOVIE,"The man called Obam struggles with the increasingly hostile forces facing each other in a colonial African country. The African natives want their land and lives back from the British colonists. Obam's motives are questioned by his own people, in particular his brother Kanda. With the help of his wife Renee and missionary Bruce Craig, will he be able to get things under control before the country self-destructs? Written by Greg Bruno",1958,,83,['drama'],['US'],,tt0050692,5.2,279.0,1.4,3.0
tm463,A Different Story,MOVIE,"A gay man and a lesbian enter into a marriage of convenience in order to prevent his deportation, and then gradually fall in love with one another.",1979,PG,108,"['romance', 'drama']",['US'],,tt0077435,5.6,446.0,1.4,5.3
tm340411,The Money,MOVIE,"A prominent businessman's children become the target of a young, unemployed man, who sees them as his ticket to wealth.",1976,R,88,"['drama', 'action']",['US'],,tt0073399,5.8,62.0,1.4,5.4
tm104700,"Pussycat, Pussycat, I Love You",MOVIE,An American playwright living in Rome consults a quack psychiatrist to combat his fears of balding and save his failing marriage.,1971,R,100,['comedy'],['US'],,tt0066260,4.5,610.0,1.398,4.8
tm1376,A Small Town in Texas,MOVIE,A crooked sheriff in a small Southern town frames an ex-convict in a drug bust and takes his girlfriend.,1976,R,96,"['action', 'crime', 'drama', 'romance']",['US'],,tt0075235,5.6,415.0,1.395,4.9
tm12106,Mrs. Pollifax — Spy,MOVIE,"Mrs. Emily Pollifax of New Jersey goes to the CIA to volunteer for spy duty, being in her own opinion, expendable now that the children are grown and she's widowed. And being just what the department needed (someone who looks and acts completely unlike a spy), she's assigned to simple courier duty to pick up a book in Mexico City. But when the pickup doesn't go as planned, Mrs. Pollifax finds herself handcuffed to a handsome stranger on a plane bound for an Albanian prison. And it's up to her to get them out.",1971,G,110,['comedy'],['US'],,tt0067451,5.6,521.0,1.389,6.2
tm12102,Murder Once Removed,MOVIE,Television thriller in which a scheming doctor murders once for love and then has to kill again to cover it up.,1971,,74,"['drama', 'documentation', 'thriller']",['US'],,tt0105042,6.1,287.0,1.36,5.6
tm120978,Guns Don't Argue,MOVIE,"The actions of various criminals such as Dillinger, Pretty Boy Floyd, Bonnie and Clyde and Baby Face Nelson are reenacted in this film.",1963,,92,"['crime', 'action', 'drama']",['US'],,tt0048108,4.9,113.0,1.356,
tm126700,Gone with the West,MOVIE,"After being framed, a cowboy is sent to jail. After his time is served, he leaves with vengeance in his heart. Soon he meets a young Native American woman and together they go to settle their score with a small town and its corrupt leader.",1975,G,91,"['western', 'action']",['US'],,tt0073059,3.1,463.0,1.341,2.2
tm98827,Terraces,MOVIE,Story of the various joys and crises of neighbors who share terraces in a high-rise apartment building.,1977,,73,['drama'],[],,tt0076811,5.9,87.0,1.328,5.7
tm105786,Marshal of Cedar Rock,MOVIE,"Banker Mason is after the ranchers land so he can resell it to the railroad for a profit. He has the railroad agent killed and replaces him with his stooge who then offers even less than Mason. But Rocky eventually suspects Mason and when Bill Anderson informs him the agent is a fake, they head out after Mason",1953,,54,"['western', 'drama']",['US'],,tt0046049,6.4,117.0,1.307,6.0
tm18988,Carnival Story,MOVIE,"An American carnival in Germany sets the scene for sin, sex and melodrama.",1954,,95,['drama'],"['US', 'DE']",,tt0046829,5.7,623.0,1.304,4.7
tm136650,New Mexico,MOVIE,"Captain Hunt of the cavalry is trying to promote good relations with the Indian chief Acoma. But Hunt's superiors in the military insist on pursuing policies that will provoke a conflict, and Chief Acoma is not willing to let himself be insulted.",1951,,76,"['western', 'drama']",['US'],,tt0043849,5.6,186.0,1.304,4.0
tm188730,Divorce His - Divorce Hers,MOVIE,"The break-up of an 18 year marriage, seen firstly from his (Richard Burton's) point of view and then from hers (Elizabeth Taylor's).",1973,,180,"['drama', 'romance']","['US', 'GB']",,tt0069980,5.1,409.0,1.274,3.5
tm12067,Saintly Sinners,MOVIE,"Directed by Jean Yarbrough Ex-con Joseph Braden (Ron Hagerthy) has his car temporarily stolen by a pair of bank robbers who hide their loot in the vehicle's spare tire. After the car is repossessed, it's sold to the kindly Rev. Daniel Sheridan (Don Beddoe), who immediately sets out on a fishing trip. Not knowing that his new automobile was recently used in a heist, Father Dan gets the surprise of his life when he's suddenly stopped by a police officer.",1962,,77,"['comedy', 'drama']",['US'],,tt0056438,5.1,62.0,1.271,3.0
tm796870,Secrets of Three Hungry Wives,MOVIE,"When a millionaire playboy is murdered, suspicion falls on three married women, each of whom had an affair with him.",1978,,97,"['crime', 'drama', 'thriller']",['US'],,tt0078219,5.1,54.0,1.267,5.3
tm185947,One Way Pendulum,MOVIE,A study of absurdity in a suburban family: father recreates the Old Bailey in the living room while the son teaches speak-your-weight machines to sing in the attic.,1965,,85,['comedy'],['GB'],,tt0059542,5.8,291.0,1.255,6.0
tm27257,Take It All,MOVIE,"A man struggles with his identity, his life choices, his interracial relationship, and his latent homosexuality. A portrait of some young intellectuals in early sixties Montreal.",1964,,99,['drama'],['CA'],,tt0057725,7.2,369.0,1.242,5.2
tm111174,Get Christie Love!,MOVIE,"Get Christie Love! is a 1974 made-for-television film starring Teresa Graves as an undercover female police detective who is determined to overthrow a drug ring. This film is based on Dorothy Uhnak's crime-thriller novel, The Ledger.",1974,,74,"['thriller', 'action', 'crime']",['US'],,tt0071548,5.4,326.0,1.212,5.556
tm19726,Our Winning Season,MOVIE,"This teen drama follows high-school senior David Wakefield, a talented runner who is set on leading his track-and-field team to victory. As David continues to hone his running skills, he carries on a romance with his pretty sweetheart, Alice Baker, and struggles with other issues that come with the transition to adulthood. Also factoring into David's life is the Vietnam War, with the draft fully underway and young men being regularly called into service.",1979,PG,92,['drama'],['US'],,tt0078047,5.4,213.0,1.196,5.0
tm32643,Hollywood Without Make-Up,MOVIE,A collection of behind the scenes and home movies from the golden age of Hollywood.,1963,,50,['documentation'],['US'],,tt0412827,7.3,363.0,1.184,5.9
tm49362,When the Clock Strikes,MOVIE,A condemned criminal's acquaintances gather at a remote lodge on the eve of his execution to search for hidden money.,1961,,72,"['drama', 'crime']",['US'],,tt0055617,6.2,159.0,1.16,6.5
tm15976,Wildfire,MOVIE,"Fanning has his men rustle horses and then blame it on a wild horse named Wildfire. Happy and Alkali arrive and immediately get into trouble with Fanning and his men. When Alkali is shot, Happy catches the outlaws but the Judge not only releases them, he discharges the Sheriff and tries to arrest Happy for rustling. Happy escapes and he and the Sheriff then set out to prove who the real rustlers are.",1952,,57,"['western', 'drama']",['US'],,tt0881254,3.8,11.0,1.159,
tm80054,Out of It,MOVIE,"An introverted nerd and a dumb, violent jock vie for the attentions of a cheerleader.",1970,PG,95,"['comedy', 'drama']",['US'],,tt0063401,5.9,157.0,1.143,4.2
tm17641,A Twist of Sand,MOVIE,"A former British Naval Officer now makes his living by smuggling goods around the Mediterranean. After being forced to dump his cargo after nearly being caught by the authorities in Malta, he is eager to recoup his losses. When a former colleague appears and tells a wild story about smuggling diamonds out of South West Africa, he sees his chance to make a lot of money....",1968,G,90,['action'],['GB'],,tt0063728,5.4,255.0,1.143,4.0
tm12870,Hell Raiders,MOVIE,"In Italy during World War II, an American headquarters is evacuated when German forces break through the front lines. A demolition squad is sent back to the abandoned headquarters to destroy valuable records that were left behind before they fall into German hands.",1968,,80,"['drama', 'war']",['US'],,tt0063055,3.6,87.0,1.139,
